contract_ref,contract_name,exhibit,setting,covered_entity,code_type,procedure_code,description,methodology_code,rate_basis,base_year,percentage,rvu,conversion_factor,units_note,allowed_2025,allowed_2026
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.1 Professional,Professional,Keystone General (OP),CPT,62170,"Nervous System procedure, code 62170 (specimen)",RBRVS,130% MPFS,2025,130,28.1,32.7442,,1196.15,1232.03
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.1 Professional,Professional,Keystone General (OP),CPT,62215,"Nervous System procedure, code 62215 (specimen)",RBRVS,130% MPFS,2025,130,6.71,32.7442,,285.63,294.20
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.1 Professional,Professional,Keystone General (OP),CPT,62260,"Nervous System procedure, code 62260 (specimen)",RBRVS,130% MPFS,2025,130,7.91,32.7442,,336.71,346.81
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.1 Professional,Professional,Keystone General (OP),CPT,62305,"Nervous System procedure, code 62305 (specimen)",RBRVS,130% MPFS,2025,130,17.89,32.7442,,761.53,784.38
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.1 Professional,Professional,Keystone General (OP),CPT,62350,"Nervous System procedure, code 62350 (specimen)",RBRVS,130% MPFS,2025,130,22.12,32.7442,,941.59,969.84
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.1 Professional,Professional,Keystone General (OP),CPT,62395,"Nervous System procedure, code 62395 (specimen)",RBRVS,130% MPFS,2025,130,37.77,32.7442,,1607.77,1656.00
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.1 Professional,Professional,Keystone General (OP),CPT,62440,"Nervous System procedure, code 62440 (specimen)",RBRVS,130% MPFS,2025,130,23.04,32.7442,,980.75,1010.17
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.1 Professional,Professional,Keystone General (OP),CPT,62485,"Nervous System procedure, code 62485 (specimen)",RBRVS,130% MPFS,2025,130,21.38,32.7442,,910.09,937.39
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.1 Professional,Professional,Keystone General (OP),CPT,62530,"Nervous System procedure, code 62530 (specimen)",RBRVS,130% MPFS,2025,130,11.73,32.7442,,499.32,514.30
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.1 Professional,Professional,Keystone General (OP),CPT,62575,"Nervous System procedure, code 62575 (specimen)",RBRVS,130% MPFS,2025,130,12.11,32.7442,,515.49,530.95
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.1 Professional,Professional,Keystone General (OP),CPT,62620,"Nervous System procedure, code 62620 (specimen)",RBRVS,130% MPFS,2025,130,35.45,32.7442,,1509.02,1554.29
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.1 Professional,Professional,Keystone General (OP),CPT,62665,"Nervous System procedure, code 62665 (specimen)",RBRVS,130% MPFS,2025,130,18.59,32.7442,,791.33,815.07
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.1 Professional,Professional,Keystone General (OP),CPT,62710,"Nervous System procedure, code 62710 (specimen)",RBRVS,130% MPFS,2025,130,39.13,32.7442,,1665.66,1715.63
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.1 Professional,Professional,Keystone General (OP),CPT,62755,"Nervous System procedure, code 62755 (specimen)",RBRVS,130% MPFS,2025,130,12.02,32.7442,,511.66,527.01
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.1 Professional,Professional,Keystone General (OP),CPT,62800,"Nervous System procedure, code 62800 (specimen)",RBRVS,130% MPFS,2025,130,38.43,32.7442,,1635.87,1684.95
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.1 Professional,Professional,Keystone General (OP),CPT,62845,"Nervous System procedure, code 62845 (specimen)",RBRVS,130% MPFS,2025,130,24.73,32.7442,,1052.69,1084.27
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.1 Professional,Professional,Keystone General (OP),CPT,62890,"Nervous System procedure, code 62890 (specimen)",RBRVS,130% MPFS,2025,130,16.58,32.7442,,705.77,726.94
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.1 Professional,Professional,Keystone General (OP),CPT,62935,"Nervous System procedure, code 62935 (specimen)",RBRVS,130% MPFS,2025,130,34.87,32.7442,,1484.33,1528.86
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.1 Professional,Professional,Keystone General (OP),CPT,62980,"Nervous System procedure, code 62980 (specimen)",RBRVS,130% MPFS,2025,130,13.35,32.7442,,568.28,585.33
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.1 Professional,Professional,Keystone General (OP),CPT,63025,"Nervous System procedure, code 63025 (specimen)",RBRVS,130% MPFS,2025,130,5.5,32.7442,,234.12,241.14
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.1 Professional,Professional,Keystone General (OP),CPT,63070,"Nervous System procedure, code 63070 (specimen)",RBRVS,130% MPFS,2025,130,35.71,32.7442,,1520.08,1565.68
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.1 Professional,Professional,Keystone General (OP),CPT,63115,"Nervous System procedure, code 63115 (specimen)",RBRVS,130% MPFS,2025,130,11.03,32.7442,,469.52,483.61
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.1 Professional,Professional,Keystone General (OP),CPT,63160,"Nervous System procedure, code 63160 (specimen)",RBRVS,130% MPFS,2025,130,21.55,32.7442,,917.33,944.85
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.1 Professional,Professional,Keystone General (OP),CPT,63205,"Nervous System procedure, code 63205 (specimen)",RBRVS,130% MPFS,2025,130,25.34,32.7442,,1078.66,1111.02
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.1 Professional,Professional,Keystone General (OP),CPT,63250,"Nervous System procedure, code 63250 (specimen)",RBRVS,130% MPFS,2025,130,38.47,32.7442,,1637.57,1686.70
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.1 Professional,Professional,Keystone General (OP),CPT,63295,"Nervous System procedure, code 63295 (specimen)",RBRVS,130% MPFS,2025,130,35.41,32.7442,,1507.31,1552.53
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.1 Professional,Professional,Keystone General (OP),CPT,63340,"Nervous System procedure, code 63340 (specimen)",RBRVS,130% MPFS,2025,130,24.34,32.7442,,1036.09,1067.17
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.1 Professional,Professional,Keystone General (OP),CPT,63385,"Nervous System procedure, code 63385 (specimen)",RBRVS,130% MPFS,2025,130,27.13,32.7442,,1154.86,1189.51
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.1 Professional,Professional,Keystone General (OP),CPT,63430,"Nervous System procedure, code 63430 (specimen)",RBRVS,130% MPFS,2025,130,25.52,32.7442,,1086.32,1118.91
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.1 Professional,Professional,Keystone General (OP),CPT,63475,"Nervous System procedure, code 63475 (specimen)",RBRVS,130% MPFS,2025,130,11.89,32.7442,,506.13,521.31
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.1 Professional,Professional,Keystone General (OP),CPT,63520,"Nervous System procedure, code 63520 (specimen)",RBRVS,130% MPFS,2025,130,37.26,32.7442,,1586.06,1633.64
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.1 Professional,Professional,Keystone General (OP),CPT,63565,"Nervous System procedure, code 63565 (specimen)",RBRVS,130% MPFS,2025,130,26.59,32.7442,,1131.87,1165.83
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.1 Professional,Professional,Keystone General (OP),CPT,63610,"Nervous System procedure, code 63610 (specimen)",RBRVS,130% MPFS,2025,130,9.12,32.7442,,388.22,399.87
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.1 Professional,Professional,Keystone General (OP),CPT,63655,"Nervous System procedure, code 63655 (specimen)",RBRVS,130% MPFS,2025,130,15.77,32.7442,,671.29,691.43
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.1 Professional,Professional,Keystone General (OP),CPT,63700,"Nervous System procedure, code 63700 (specimen)",RBRVS,130% MPFS,2025,130,39.32,32.7442,,1673.75,1723.96
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.1 Professional,Professional,Keystone General (OP),CPT,63745,"Nervous System procedure, code 63745 (specimen)",RBRVS,130% MPFS,2025,130,23.62,32.7442,,1005.44,1035.60
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.1 Professional,Professional,Keystone General (OP),CPT,63790,"Nervous System procedure, code 63790 (specimen)",RBRVS,130% MPFS,2025,130,14.76,32.7442,,628.30,647.15
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.1 Professional,Professional,Keystone General (OP),CPT,63835,"Nervous System procedure, code 63835 (specimen)",RBRVS,130% MPFS,2025,130,39.9,32.7442,,1698.44,1749.39
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.1 Professional,Professional,Keystone General (OP),CPT,63880,"Nervous System procedure, code 63880 (specimen)",RBRVS,130% MPFS,2025,130,8.44,32.7442,,359.27,370.05
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.1 Professional,Professional,Keystone General (OP),CPT,63925,"Nervous System procedure, code 63925 (specimen)",RBRVS,130% MPFS,2025,130,38.63,32.7442,,1644.38,1693.71
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.1 Professional,Professional,Keystone General (OP),CPT,63970,"Nervous System procedure, code 63970 (specimen)",RBRVS,130% MPFS,2025,130,30.13,32.7442,,1282.56,1321.04
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.1 Professional,Professional,Keystone General (OP),CPT,64015,"Nervous System procedure, code 64015 (specimen)",RBRVS,130% MPFS,2025,130,30.43,32.7442,,1295.33,1334.19
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.1 Professional,Professional,Keystone General (OP),CPT,64060,"Nervous System procedure, code 64060 (specimen)",RBRVS,130% MPFS,2025,130,33.92,32.7442,,1443.89,1487.21
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.1 Professional,Professional,Keystone General (OP),CPT,64105,"Nervous System procedure, code 64105 (specimen)",RBRVS,130% MPFS,2025,130,37.68,32.7442,,1603.94,1652.06
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.1 Professional,Professional,Keystone General (OP),CPT,64150,"Nervous System procedure, code 64150 (specimen)",RBRVS,130% MPFS,2025,130,10.06,32.7442,,428.23,441.08
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.1 Professional,Professional,Keystone General (OP),CPT,64195,"Nervous System procedure, code 64195 (specimen)",RBRVS,130% MPFS,2025,130,24.58,32.7442,,1046.31,1077.70
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.1 Professional,Professional,Keystone General (OP),CPT,64240,"Nervous System procedure, code 64240 (specimen)",RBRVS,130% MPFS,2025,130,12.02,32.7442,,511.66,527.01
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.1 Professional,Professional,Keystone General (OP),CPT,64285,"Nervous System procedure, code 64285 (specimen)",RBRVS,130% MPFS,2025,130,23.96,32.7442,,1019.92,1050.52
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.1 Professional,Professional,Keystone General (OP),CPT,64330,"Nervous System procedure, code 64330 (specimen)",RBRVS,130% MPFS,2025,130,5.94,32.7442,,252.85,260.44
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.1 Professional,Professional,Keystone General (OP),CPT,64375,"Nervous System procedure, code 64375 (specimen)",RBRVS,130% MPFS,2025,130,38.95,32.7442,,1658.00,1707.74
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.1 Professional,Professional,Keystone General (OP),CPT,64420,"Nervous System procedure, code 64420 (specimen)",RBRVS,130% MPFS,2025,130,23.48,32.7442,,999.48,1029.46
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.1 Professional,Professional,Keystone General (OP),CPT,64465,"Nervous System procedure, code 64465 (specimen)",RBRVS,130% MPFS,2025,130,9.77,32.7442,,415.88,428.36
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.1 Professional,Professional,Keystone General (OP),CPT,64510,"Nervous System procedure, code 64510 (specimen)",RBRVS,130% MPFS,2025,130,33.43,32.7442,,1423.03,1465.72
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.1 Professional,Professional,Keystone General (OP),CPT,64555,"Nervous System procedure, code 64555 (specimen)",RBRVS,130% MPFS,2025,130,11.23,32.7442,,478.03,492.37
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.1 Professional,Professional,Keystone General (OP),CPT,64600,"Nervous System procedure, code 64600 (specimen)",RBRVS,130% MPFS,2025,130,11.34,32.7442,,482.71,497.19
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.1 Professional,Professional,Keystone General (OP),CPT,64645,"Nervous System procedure, code 64645 (specimen)",RBRVS,130% MPFS,2025,130,8.98,32.7442,,382.26,393.73
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.1 Professional,Professional,Keystone General (OP),CPT,64690,"Nervous System procedure, code 64690 (specimen)",RBRVS,130% MPFS,2025,130,6.24,32.7442,,265.62,273.59
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.1 Professional,Professional,Keystone General (OP),CPT,64735,"Nervous System procedure, code 64735 (specimen)",RBRVS,130% MPFS,2025,130,7.89,32.7442,,335.86,345.94
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.1 Professional,Professional,Keystone General (OP),CPT,64780,"Nervous System procedure, code 64780 (specimen)",RBRVS,130% MPFS,2025,130,4.16,32.7442,,177.08,182.39
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.1 Professional,Professional,Keystone General (OP),CPT,64825,"Nervous System procedure, code 64825 (specimen)",RBRVS,130% MPFS,2025,130,20.79,32.7442,,884.98,911.53
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.1 Professional,Professional,Keystone General (OP),CPT,64870,"Nervous System procedure, code 64870 (specimen)",RBRVS,130% MPFS,2025,130,8.33,32.7442,,354.59,365.23
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.1 Professional,Professional,Keystone General (OP),CPT,64915,"Nervous System procedure, code 64915 (specimen)",RBRVS,130% MPFS,2025,130,38.12,32.7442,,1622.67,1671.35
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.1 Professional,Professional,Keystone General (OP),CPT,64960,"Nervous System procedure, code 64960 (specimen)",RBRVS,130% MPFS,2025,130,23.73,32.7442,,1010.13,1040.43
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.1 Professional,Professional,Keystone Cardiology (org),CPT,90460,"Medicine / Other procedure, code 90460 (specimen)",RBRVS,130% MPFS,2025,130,2.54,32.7442,,108.12,111.36
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.1 Professional,Professional,Keystone Cardiology (org),CPT,90520,"Medicine / Other procedure, code 90520 (specimen)",RBRVS,130% MPFS,2025,130,5.64,32.7442,,240.08,247.28
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.1 Professional,Professional,Keystone Cardiology (org),CPT,90580,"Medicine / Other procedure, code 90580 (specimen)",RBRVS,130% MPFS,2025,130,4.72,32.7442,,200.92,206.95
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.1 Professional,Professional,Keystone Cardiology (org),CPT,90640,"Medicine / Other procedure, code 90640 (specimen)",RBRVS,130% MPFS,2025,130,6.08,32.7442,,258.81,266.57
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.1 Professional,Professional,Keystone Cardiology (org),CPT,90700,"Medicine / Other procedure, code 90700 (specimen)",RBRVS,130% MPFS,2025,130,2.97,32.7442,,126.43,130.22
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.1 Professional,Professional,Keystone Cardiology (org),CPT,90760,"Medicine / Other procedure, code 90760 (specimen)",RBRVS,130% MPFS,2025,130,6.84,32.7442,,291.16,299.89
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.1 Professional,Professional,Keystone Cardiology (org),CPT,90820,"Medicine / Other procedure, code 90820 (specimen)",RBRVS,130% MPFS,2025,130,4.19,32.7442,,178.36,183.71
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.1 Professional,Professional,Keystone Cardiology (org),CPT,90880,"Medicine / Other procedure, code 90880 (specimen)",RBRVS,130% MPFS,2025,130,5.08,32.7442,,216.24,222.73
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.1 Professional,Professional,Keystone Cardiology (org),CPT,90940,"Medicine / Other procedure, code 90940 (specimen)",RBRVS,130% MPFS,2025,130,0.85,32.7442,,36.18,37.27
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.1 Professional,Professional,Keystone Cardiology (org),CPT,91000,"Medicine / Other procedure, code 91000 (specimen)",RBRVS,130% MPFS,2025,130,4.1,32.7442,,174.53,179.77
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.1 Professional,Professional,Keystone Cardiology (org),CPT,91060,"Medicine / Other procedure, code 91060 (specimen)",RBRVS,130% MPFS,2025,130,4.36,32.7442,,185.59,191.16
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.1 Professional,Professional,Keystone Cardiology (org),CPT,91120,"Medicine / Other procedure, code 91120 (specimen)",RBRVS,130% MPFS,2025,130,1.88,32.7442,,80.03,82.43
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.1 Professional,Professional,Keystone Cardiology (org),CPT,91180,"Medicine / Other procedure, code 91180 (specimen)",RBRVS,130% MPFS,2025,130,3.83,32.7442,,163.03,167.92
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.1 Professional,Professional,Keystone Cardiology (org),CPT,91240,"Medicine / Other procedure, code 91240 (specimen)",RBRVS,130% MPFS,2025,130,1.98,32.7442,,84.28,86.81
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.1 Professional,Professional,Keystone Cardiology (org),CPT,91300,"Medicine / Other procedure, code 91300 (specimen)",RBRVS,130% MPFS,2025,130,7.18,32.7442,,305.63,314.80
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.1 Professional,Professional,Keystone Cardiology (org),CPT,91360,"Medicine / Other procedure, code 91360 (specimen)",RBRVS,130% MPFS,2025,130,4.83,32.7442,,205.60,211.77
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.1 Professional,Professional,Keystone Cardiology (org),CPT,91420,"Medicine / Other procedure, code 91420 (specimen)",RBRVS,130% MPFS,2025,130,7.75,32.7442,,329.90,339.80
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.1 Professional,Professional,Keystone Cardiology (org),CPT,91480,"Medicine / Other procedure, code 91480 (specimen)",RBRVS,130% MPFS,2025,130,6.8,32.7442,,289.46,298.14
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.1 Professional,Professional,Keystone Cardiology (org),CPT,91540,"Medicine / Other procedure, code 91540 (specimen)",RBRVS,130% MPFS,2025,130,2.96,32.7442,,126.00,129.78
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.1 Professional,Professional,Keystone Cardiology (org),CPT,91600,"Medicine / Other procedure, code 91600 (specimen)",RBRVS,130% MPFS,2025,130,5.97,32.7442,,254.13,261.75
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.1 Professional,Professional,Keystone Cardiology (org),CPT,91660,"Medicine / Other procedure, code 91660 (specimen)",RBRVS,130% MPFS,2025,130,0.53,32.7442,,22.56,23.24
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.1 Professional,Professional,Keystone Cardiology (org),CPT,91720,"Medicine / Other procedure, code 91720 (specimen)",RBRVS,130% MPFS,2025,130,2.58,32.7442,,109.82,113.11
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.1 Professional,Professional,Keystone Cardiology (org),CPT,91780,"Medicine / Other procedure, code 91780 (specimen)",RBRVS,130% MPFS,2025,130,1.92,32.7442,,81.73,84.18
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.1 Professional,Professional,Keystone Cardiology (org),CPT,91840,"Medicine / Other procedure, code 91840 (specimen)",RBRVS,130% MPFS,2025,130,4.76,32.7442,,202.62,208.70
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.1 Professional,Professional,Keystone Cardiology (org),CPT,91900,"Medicine / Other procedure, code 91900 (specimen)",RBRVS,130% MPFS,2025,130,1.55,32.7442,,65.98,67.96
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.1 Professional,Professional,Keystone Cardiology (org),CPT,91960,"Medicine / Other procedure, code 91960 (specimen)",RBRVS,130% MPFS,2025,130,4.06,32.7442,,172.82,178.00
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.1 Professional,Professional,Keystone Cardiology (org),CPT,92020,"Medicine / Other procedure, code 92020 (specimen)",RBRVS,130% MPFS,2025,130,5.31,32.7442,,226.03,232.81
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.1 Professional,Professional,Keystone Cardiology (org),CPT,92080,"Medicine / Other procedure, code 92080 (specimen)",RBRVS,130% MPFS,2025,130,5.63,32.7442,,239.65,246.84
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.1 Professional,Professional,Keystone Cardiology (org),CPT,92140,"Medicine / Other procedure, code 92140 (specimen)",RBRVS,130% MPFS,2025,130,7.61,32.7442,,323.94,333.66
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.1 Professional,Professional,Keystone Cardiology (org),CPT,92200,"Medicine / Other procedure, code 92200 (specimen)",RBRVS,130% MPFS,2025,130,6.94,32.7442,,295.42,304.28
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.1 Professional,Professional,Keystone Cardiology (org),CPT,92260,"Medicine / Other procedure, code 92260 (specimen)",RBRVS,130% MPFS,2025,130,5.22,32.7442,,222.20,228.87
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.1 Professional,Professional,Keystone Cardiology (org),CPT,92320,"Medicine / Other procedure, code 92320 (specimen)",RBRVS,130% MPFS,2025,130,2.8,32.7442,,119.19,122.77
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.1 Professional,Professional,Keystone Cardiology (org),CPT,92380,"Medicine / Other procedure, code 92380 (specimen)",RBRVS,130% MPFS,2025,130,2.54,32.7442,,108.12,111.36
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.1 Professional,Professional,Keystone Cardiology (org),CPT,92440,"Medicine / Other procedure, code 92440 (specimen)",RBRVS,130% MPFS,2025,130,6.9,32.7442,,293.72,302.53
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.1 Professional,Professional,Keystone Cardiology (org),CPT,92500,"Medicine / Other procedure, code 92500 (specimen)",RBRVS,130% MPFS,2025,130,2.77,32.7442,,117.91,121.45
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.1 Professional,Professional,Keystone Cardiology (org),CPT,92560,"Medicine / Other procedure, code 92560 (specimen)",RBRVS,130% MPFS,2025,130,2.94,32.7442,,125.15,128.90
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.1 Professional,Professional,Keystone Cardiology (org),CPT,92620,"Medicine / Other procedure, code 92620 (specimen)",RBRVS,130% MPFS,2025,130,7.17,32.7442,,305.21,314.37
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.1 Professional,Professional,Keystone Cardiology (org),CPT,92680,"Medicine / Other procedure, code 92680 (specimen)",RBRVS,130% MPFS,2025,130,4.87,32.7442,,207.30,213.52
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.1 Professional,Professional,Keystone Cardiology (org),CPT,92740,"Medicine / Other procedure, code 92740 (specimen)",RBRVS,130% MPFS,2025,130,5.99,32.7442,,254.98,262.63
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.1 Professional,Professional,Keystone Cardiology (org),CPT,92800,"Medicine / Other procedure, code 92800 (specimen)",RBRVS,130% MPFS,2025,130,3.39,32.7442,,144.30,148.63
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.1 Professional,Professional,Keystone Cardiology (org),CPT,92860,"Medicine / Other procedure, code 92860 (specimen)",RBRVS,130% MPFS,2025,130,6.23,32.7442,,265.20,273.16
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.1 Professional,Professional,Keystone Cardiology (org),CPT,92980,"Medicine / Other procedure, code 92980 (specimen)",RBRVS,130% MPFS,2025,130,1.42,32.7442,,60.45,62.26
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.1 Professional,Professional,Keystone Cardiology (org),CPT,93040,"Medicine / Other procedure, code 93040 (specimen)",RBRVS,130% MPFS,2025,130,4.1,32.7442,,174.53,179.77
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.1 Professional,Professional,Keystone Cardiology (org),CPT,93100,"Medicine / Other procedure, code 93100 (specimen)",RBRVS,130% MPFS,2025,130,7.02,32.7442,,298.82,307.78
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.1 Professional,Professional,Keystone Cardiology (org),CPT,93160,"Medicine / Other procedure, code 93160 (specimen)",RBRVS,130% MPFS,2025,130,2.39,32.7442,,101.74,104.79
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.1 Professional,Professional,Keystone Cardiology (org),CPT,93220,"Medicine / Other procedure, code 93220 (specimen)",RBRVS,130% MPFS,2025,130,4.78,32.7442,,203.47,209.57
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.1 Professional,Professional,Keystone Cardiology (org),CPT,93280,"Medicine / Other procedure, code 93280 (specimen)",RBRVS,130% MPFS,2025,130,7.96,32.7442,,338.84,349.01
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.1 Professional,Professional,Keystone Cardiology (org),CPT,93340,"Medicine / Other procedure, code 93340 (specimen)",RBRVS,130% MPFS,2025,130,2.12,32.7442,,90.24,92.95
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.1 Professional,Professional,Keystone Cardiology (org),CPT,93400,"Medicine / Other procedure, code 93400 (specimen)",RBRVS,130% MPFS,2025,130,1.77,32.7442,,75.34,77.60
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.1 Professional,Professional,Keystone Cardiology (org),CPT,93460,"Medicine / Other procedure, code 93460 (specimen)",RBRVS,130% MPFS,2025,130,2.05,32.7442,,87.26,89.88
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.1 Professional,Professional,Keystone Cardiology (org),CPT,93520,"Medicine / Other procedure, code 93520 (specimen)",RBRVS,130% MPFS,2025,130,6.06,32.7442,,257.96,265.70
